29.0, 42.216395139694214
28.0, 11.078878164291382
28.0, 18.843963623046875
27.0, 56.22616362571716
28.0, 76.85250949859619
30.0, 12.274523735046387
29.0, 13.874577522277832
29.0, 11.127745151519775
29.0, 67.40125584602356
28.0, 50.819287061691284
27.0, 58.52419376373291
29.0, 7.426851987838745
30.0, 36.76898765563965
28.0, 41.38002252578735
29.0, 62.3260440826416
27.0, 36.41167092323303
27.0, 27.64445400238037
30.0, 58.2545166015625
29.0, 35.2524254322052
30.0, 34.27358841896057
29.0, 12.936827659606934
30.0, 86.06544017791748
28.0, 53.23489475250244
29.0, 9.917597532272339
29.0, 55.93602967262268
28.0, 74.35753083229065
30.0, 14.663580179214478
29.0, 37.86669993400574
29.0, 9.501339673995972
30.0, 12.81733775138855
